Method,Dice_mean,Dice_std,Dice_cell,IoU_mean,IoU_std,IoU_cell,Jaccard_mean,Jaccard_std,Jaccard_cell,95HD_mean,95HD_std,95HD_cell,ASSD_mean,ASSD_std,ASSD_cell
U-Net,0.480660301281352,0.06831282038281584,0.4807 ± 0.0683,0.35462140007226994,0.06409811239405849,0.3546 ± 0.0641,0.35462140007226994,0.06409811239405849,0.3546 ± 0.0641,338.52656620040386,29.63708679873351,338.5266 ± 29.6371,286.96396349346344,26.527233920211593,286.9640 ± 26.5272
