epoch,lr,epoch_seconds,elapsed_seconds,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,val_jaccard,val_pixel_accuracy
1,0.0001,31.621553599994513,31.621933700007503,2.8988753855228424,0.18712349765525882,0.11260256718634068,2.838071175983974,0.25970811650701475,0.16540389318626364,0.16540389318626364,0.5656520298549107
2,0.0001,11.979546700007631,44.02175119999447,2.149417364171573,0.3765546283180971,0.2582712154769948,2.5105703132493153,0.30497276227257186,0.201461196220165,0.201461196220165,0.6205621628534226
3,0.0001,11.898088899994036,56.135119600003236,1.7741364474807466,0.5395792636062394,0.38950363781599484,2.5182093552180698,0.31989577828440735,0.21291420594670468,0.21291420594670468,0.6292576381138393
4,0.0001,11.956205800001044,68.23989379999693,1.4918090509516853,0.64745341667887,0.4939043478693962,2.568253074373518,0.3252202356863681,0.21124353311882602,0.21124353311882602,0.6130841936383928
5,0.0001,12.360875799990026,80.79833659999713,1.3541407798017775,0.6925750961902453,0.5426228055382758,2.6350254331316267,0.3141907626232448,0.20613442327243486,0.20613442327243486,0.62628173828125
6,0.0001,12.880611500004306,93.68014650000259,1.2207166265164102,0.7376966292924426,0.5949313693582516,2.791352689266205,0.32940735537499183,0.2147521435641488,0.2147521435641488,0.6109386625744048
7,0.0001,13.40674819999549,107.38135630000033,1.1012247130274773,0.7777923754414929,0.643990607182383,2.6553973981312344,0.3385498605755853,0.22373542514499725,0.22373542514499725,0.6348850795200893
8,0.0001,12.98299709999992,120.55370859999675,1.00088947479214,0.8026492247050169,0.6781161125710606,2.875384884221213,0.33750338279018177,0.22177107612244482,0.22177107612244482,0.6218171619233631
9,0.0001,13.468161900003906,134.0228133000055,0.9544212434973035,0.8191591098253312,0.7000784326809301,2.7394804188183377,0.3496900603144279,0.2331149349646314,0.2331149349646314,0.6483610607328869
10,0.0001,12.957468100008555,147.1504031999939,0.8993674271873066,0.8337738559050764,0.7205065545342905,2.803790407521384,0.34019204813673365,0.22372305137499368,0.22372305137499368,0.6299859909784227
11,0.0001,12.967926199999056,160.11957080000138,0.8732867326055255,0.840921010095062,0.7304592342125894,2.830044218472072,0.34505838459407223,0.22829651127383796,0.22829651127383796,0.6375501360212054
12,0.0001,13.407682899996871,173.52843310000026,0.8205143479364259,0.8491829325445993,0.7432597992292115,2.921538378511156,0.3510635131261816,0.23285142031211556,0.23285142031211556,0.6455506824311756
13,0.0001,12.596053900007973,186.3281488000066,0.7947776413389614,0.8554246827094791,0.7522570417981549,2.9057924492018565,0.34344446975600645,0.22554510874227673,0.22554510874227673,0.6365955171130953
14,0.0001,13.810419799992815,200.14017389999935,0.7721135680164609,0.8621463594040798,0.7624027127994256,2.8190572261810303,0.35623489360768296,0.23427601207193013,0.23427601207193013,0.6404190790085565
15,0.0001,12.50158250000095,212.89647449999757,0.724850415119103,0.8742815887447103,0.7805303929235645,2.994196355342865,0.35083215934316375,0.23137215496903538,0.23137215496903538,0.6403533935546875
16,0.0001,13.472646199996234,226.37055500000133,0.6984709187277726,0.8788503527514133,0.7877213750184022,2.9592250159808566,0.36147702740428933,0.23984589418626395,0.23984589418626395,0.6464278448195685
