epoch,lr,epoch_seconds,elapsed_seconds,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,val_jaccard,val_pixel_accuracy
1,0.0001,30.188766899998882,30.189859699996305,2.970140767948968,0.17645878808910728,0.10614051254511532,2.3765145199639455,0.2557724110445891,0.17537595386132493,0.17537595386132493,0.7082295735677083
2,0.0001,11.767410900007235,42.199088999987,2.2779323905706406,0.35290164556982295,0.2360695853808035,2.0845475622585843,0.39478370254763784,0.27469144622611436,0.27469144622611436,0.7410855247860864
3,0.0001,14.447937200005981,56.82152459998906,1.9154761987073081,0.4840211871347972,0.34160377694245236,1.9465935485703605,0.42086986532198084,0.2996706329991959,0.2996706329991959,0.7703978038969495
4,0.0001,15.936986899992917,73.03876759999548,1.6438028216362,0.5940287135042938,0.4439307936246684,1.8791517785617284,0.44750058868912707,0.3187458658067583,0.3187458658067583,0.7680983770461309
5,0.0001,15.971851100010099,89.30809169998975,1.4357393575566155,0.6778346574829164,0.5255965883003023,1.733331492968968,0.4770155351148523,0.34578588451676134,0.34578588451676134,0.7959815615699405
6,0.0001,15.556952400002046,105.28252259999863,1.31907264568976,0.7260988439503246,0.5792352380727243,1.804924155984606,0.47274488416735433,0.3394378286455192,0.3394378286455192,0.7870835077194941
7,0.0001,15.781019300004118,121.0650256999943,1.182431282741683,0.7666292496554025,0.6302289184450988,1.7406334280967712,0.48036803551244184,0.3469938744684344,0.3469938744684344,0.7872334798177083
8,0.0001,15.696270300002652,137.0074409999943,1.1021426298788615,0.7888653640151002,0.6584141143169595,1.6892192959785461,0.5365901055499082,0.3925683285454912,0.3925683285454912,0.8014139811197917
9,0.0001,15.902086799993413,153.18065999999817,1.0246250661356109,0.8124031297781434,0.6903243648387438,1.7368157931736536,0.5037431488745067,0.3714025767214419,0.3714025767214419,0.8087062290736607
10,0.0001,16.42576180001197,169.6101129999879,0.9576490819454193,0.8254297910534609,0.7085496694793105,1.7129824331828527,0.5407706882539465,0.39587005943748277,0.39587005943748277,0.8048887706938244
