epoch,lr,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,val_jaccard,val_pixel_accuracy
1,0.0001,3.4157890720026836,0.0779266395944695,0.042796621069459334,3.0366971492767334,0.13934768236777204,0.08597070478124533,0.08597070478124533,0.580549548921131
2,0.0001,2.94462902205331,0.1880817032293124,0.1172366745877786,2.6576494659696306,0.24545168029021563,0.16919558788381286,0.16919558788381286,0.6919879731677827
3,0.0001,2.6199338691575185,0.263754795392393,0.17967819311511718,2.4186285734176636,0.2799491260212246,0.19841873798127532,0.19841873798127532,0.7159635997953869
4,0.0001,2.390114711863654,0.30113785932154963,0.21295221275334072,2.323461788041251,0.2724960073481149,0.1897354195331388,0.1897354195331388,0.7004611060732887
5,0.0001,2.19829104415008,0.33434286685187753,0.24427594599887772,2.124670539583479,0.3098240394656029,0.22422166700808413,0.22422166700808413,0.7427058628627232
6,0.0001,2.074464282819203,0.36007171162048857,0.2664612800368939,2.0391371165003096,0.336040916885206,0.24205843126471116,0.24205843126471116,0.7593790690104166
7,0.0001,1.9338721547807967,0.3948503203815753,0.29668809647245187,1.9792590141296387,0.37783305582532817,0.2729921270629262,0.2729921270629262,0.7694889613560267
8,0.0001,1.8261953379426683,0.44378629390490587,0.33668559611079857,1.958807817527226,0.3734644430923727,0.2708601910836526,0.2708601910836526,0.7728697277250745
9,0.0001,1.6931653363364083,0.49796603007397017,0.39067932507319786,1.889600694179535,0.42562023418425,0.31430498341916474,0.31430498341916474,0.7847909109933036
10,0.0001,1.5974400000912803,0.5260235279226243,0.42072930396721486,1.8882478645869665,0.4189468705250553,0.3056553360531878,0.3056553360531878,0.7844122023809523
11,0.0001,1.5072701743670873,0.5637131650430299,0.4536193158114424,1.7741360579218184,0.4663396835526046,0.34852445055023246,0.34852445055023246,0.8053203764415923
12,0.0001,1.4013527993644987,0.6119671970699125,0.49918926318166956,1.7523097395896912,0.47213346294411945,0.3499583380889834,0.3499583380889834,0.7990010579427084
13,0.0001,1.3186991938522883,0.6450899362451674,0.5315104465778736,1.9329644271305628,0.4513053393809826,0.32542986498427345,0.32542986498427345,0.7629670642671131
14,0.0001,1.263264822108405,0.6559825826511058,0.5420761909480357,1.6829966306686401,0.49884772313280357,0.3737653981525056,0.3737653981525056,0.8172329857235863
15,0.0001,1.1763449013233185,0.6806451069245835,0.5716467369252476,1.7324126873697554,0.4897258211641017,0.3661582298675705,0.3661582298675705,0.8097182500930059
16,0.0001,1.111363913331713,0.6945053802573423,0.5897905620200949,1.7542626346860613,0.47839106841105034,0.3548267046460232,0.3548267046460232,0.8025168282645089
17,0.0001,1.0556484961083956,0.7095624732048271,0.6089158372228133,1.649009142603193,0.5096250391586316,0.38286845195551006,0.38286845195551006,0.8158335367838542
18,0.0001,0.9888335466384888,0.7246038709897203,0.6274241463217721,1.6878853269985743,0.5118238633432132,0.3870817195644399,0.3870817195644399,0.8225681849888393
19,0.0001,0.9809666903955596,0.7349998026242912,0.6364191082590315,1.6946613533156258,0.5015320943493098,0.3770991690533172,0.3770991690533172,0.8163370768229167
20,0.0001,0.9142122587987355,0.7695143019895544,0.6698478760532878,1.6896718399865287,0.5159944560550307,0.38952864060238057,0.38952864060238057,0.8218530564081101
21,0.0001,0.8951862454414368,0.7711354124812708,0.6702252110500021,1.6914977601596288,0.5104510918264072,0.3834628778139629,0.3834628778139629,0.8133385067894345
22,0.0001,0.8649934125798089,0.7858903007938286,0.6871791289294483,1.7020705427442278,0.5075235254817069,0.38116814252223674,0.38116814252223674,0.8173826671781994
23,0.0001,0.8457012133938926,0.7996728869827204,0.7055322302694996,1.8642273545265198,0.4954143249357813,0.3690254290316428,0.3690254290316428,0.8136380150204613
24,0.0001,0.7850797144430024,0.8128469641025359,0.7250467138959277,1.7448838353157043,0.5058253290144934,0.38052895719543167,0.38052895719543167,0.8187143961588542
25,0.0001,0.762131293969495,0.8144419076647125,0.7275614000363363,1.7482471466064453,0.4998382928797973,0.3748132611624617,0.3748132611624617,0.8140613374255953
26,0.0001,0.729414797254971,0.8192664106668268,0.735484490843782,1.6914475985935755,0.522459532678843,0.39750020541059894,0.39750020541059894,0.8313060942150298
27,0.0001,0.7097716661436217,0.8259495232172952,0.7449582069457856,1.8433141623224532,0.4875247623501359,0.35931001192667894,0.35931001192667894,0.8032780238560268
28,0.0001,0.6892180176717895,0.828359274018175,0.7493070049211443,1.761710720402854,0.5125296300566924,0.3845641367675276,0.3845641367675276,0.8145911807105655
29,0.0001,0.6560814359358379,0.8430063530082952,0.7624290233693033,1.826784542628697,0.5277215556471337,0.3999684208608218,0.3999684208608218,0.8216811407180059
30,0.0001,0.6488962737577302,0.8719291699178799,0.7866736726957934,1.693739014012473,0.543089711988393,0.41636600265138785,0.41636600265138785,0.8352944510323661
31,0.0001,0.6192029166434493,0.8857528769494643,0.8043324561732829,1.7355136786188399,0.5279476662028763,0.4035966060405177,0.4035966060405177,0.8300858270554315
32,0.0001,0.5964380928448269,0.9002851466133531,0.8230736549980412,1.8857520818710327,0.5047386886868774,0.3749139859096785,0.3749139859096785,0.8060042608351935
33,0.0001,0.5714336702866214,0.8965190786188908,0.8179678617437526,1.9079250948769706,0.5094271661266502,0.3799941741578163,0.3799941741578163,0.8133587065197173
34,0.0001,0.570809792727232,0.9065450827426976,0.8325726647988633,1.805275912795748,0.5151000869808473,0.3894693388034971,0.3894693388034971,0.823753429594494
35,0.0001,0.5537843933062894,0.9088881468201884,0.8367103898968905,1.8212326679910933,0.5133257334917013,0.388906388637796,0.388906388637796,0.8233090355282738
36,5e-05,0.5602182570312705,0.9023254590829822,0.827433142232121,1.9625567538397652,0.4999684143672684,0.374831985963317,0.374831985963317,0.8160603841145834
37,5e-05,0.5228142818169934,0.911568003765279,0.841520289022958,1.7833429660115923,0.5295338308001443,0.403774330306978,0.403774330306978,0.8279341924758185
