epoch,lr,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,val_jaccard,val_pixel_accuracy
1,0.0001,3.518811970949173,0.06813414331887284,0.03675342050125171,3.162418144089835,0.11597783379327171,0.06901509306519654,0.06901509306519654,0.49614214215959823
2,0.0001,3.0472753388541087,0.16572035416090333,0.10551053812507843,2.8590904644557407,0.17379224134279378,0.11493149795152884,0.11493149795152884,0.5941817510695685
3,0.0001,2.771446990115302,0.20785215360008955,0.1397970598694793,2.6129026072365895,0.2199082580163795,0.1546852798220173,0.1546852798220173,0.6585058303106399
4,0.0001,2.556798053639276,0.24995387054396442,0.17236947422835625,2.4882566588265553,0.24635253737467488,0.16834522352104955,0.16834522352104955,0.6662846156529018
5,0.0001,2.3796654684203014,0.3057522772580109,0.21525248349704643,2.331814868109567,0.2917296766968133,0.20812005236962677,0.20812005236962677,0.7059427897135416
6,0.0001,2.230243763753346,0.3443394009118149,0.24991796348005252,2.2606881175722395,0.2986653649766738,0.2099250199360125,0.2099250199360125,0.714710925874256
7,0.0001,2.1049844941922595,0.3746470006084033,0.2788208865786227,2.191819599696568,0.3109342846335862,0.22301195058107734,0.22301195058107734,0.7174721854073661
8,0.0001,2.038092161927904,0.38520850412193613,0.28649563020545926,2.2573958124433244,0.2979232187548059,0.20619589925524043,0.20619589925524043,0.6979715983072917
9,0.0001,1.909468142049653,0.41813109448711433,0.3183773640971387,2.1930844443184987,0.3158483453225356,0.22210566878451204,0.22210566878451204,0.7057264055524554
10,0.0001,1.8283728467566627,0.44265341034615574,0.3390024794654532,2.029159665107727,0.3818661299537927,0.27440856860234214,0.27440856860234214,0.750067138671875
11,0.0001,1.7137405553034373,0.4975828351876619,0.3869300559368095,1.9850637061255318,0.4229509211589123,0.3037583608803464,0.3037583608803464,0.7620560418991815
12,0.0001,1.5968351513147354,0.572477658521702,0.4487571468760914,1.9469001633780343,0.4444421593616132,0.32385363002005957,0.32385363002005957,0.774090576171875
13,0.0001,1.47651045024395,0.6298196375167131,0.5051963443181278,1.9456557546343123,0.4481229409318306,0.3227975736241102,0.3227975736241102,0.7679266066778274
14,0.0001,1.4194533356598444,0.6566834338943791,0.5264369783201285,2.0599754452705383,0.4318383068941589,0.3070102778428096,0.3070102778428096,0.7329286121186755
15,0.0001,1.299183682671615,0.7041086547195446,0.5778641222637192,1.8629738603319441,0.46761076281593356,0.3418295990946993,0.3418295990946993,0.7844807942708333
16,0.0001,1.2681533140795571,0.7141718141788564,0.5875569067426435,1.8473589420318604,0.4733541704138615,0.3437751075649688,0.3437751075649688,0.7796962193080357
17,0.0001,1.153073719569615,0.7365914976615977,0.6170774884782212,1.8538646016802107,0.47588336461262876,0.34811341453847683,0.34811341453847683,0.782673572358631
18,0.0001,1.0885893989886557,0.7528414677742672,0.6384655896887871,1.8543701171875,0.4838348904835406,0.3562907536403648,0.3562907536403648,0.7923758370535714
19,0.0001,1.0275324934295245,0.7641258479542394,0.6531794389215054,1.9589550239699227,0.4673466940127365,0.33949858747317724,0.33949858747317724,0.7645111083984375
20,0.0001,0.956278569996357,0.782437437728175,0.679298554444115,1.8751385978290014,0.48772926839770225,0.36080459705052387,0.36080459705052387,0.7928190685453869
21,0.0001,0.89781532649483,0.7907445288147316,0.6916577276096143,1.9502859626497542,0.4661938166220069,0.3405231641648231,0.3405231641648231,0.7827250162760416
22,0.0001,0.8628868705460003,0.7987507017313938,0.7036341508419716,1.8454605340957642,0.4943875700663625,0.36369939592055417,0.36369939592055417,0.7978701636904761
23,0.0001,0.8418710540447917,0.8000066760667205,0.7049559566730381,1.8691643731934684,0.48964731583794247,0.36210521366966764,0.36210521366966764,0.7961421421595982
24,0.0001,0.8076811603137425,0.8129333798048296,0.7188640744899131,1.956652683871133,0.48280028515235485,0.35273620476661205,0.35273620476661205,0.7904100690569197
25,0.0001,0.7918521272284644,0.8484234886698825,0.7467948894660855,1.914293348789215,0.4863603255610836,0.35978599650262333,0.35978599650262333,0.7851082938058036
26,0.0001,0.7518737305487905,0.8725494344260784,0.7785053151206919,1.8916385173797607,0.49505562254998503,0.3653508047718497,0.3653508047718497,0.7957114083426339
27,0.0001,0.7009913325309753,0.8818881795990468,0.7929790736249062,1.898697018623352,0.49441141627172586,0.3659977272048767,0.3659977272048767,0.8001079740978423
28,0.0001,0.6889597762908254,0.8881487692544694,0.8020661581692426,1.900200298854283,0.5044652227231312,0.37656687095312263,0.37656687095312263,0.8067677815755209
29,0.0001,0.6598436731312957,0.8921892080635697,0.8087689528839185,1.9673709443637304,0.49857144523623736,0.3725372950832737,0.3725372950832737,0.8030407133556547
30,0.0001,0.6526122582810265,0.8960882227082237,0.8151565000186879,1.9223493933677673,0.5087537469161032,0.3805621475817679,0.3805621475817679,0.8025150844029018
31,0.0001,0.6204240950090545,0.8988053260575335,0.8193178574298583,1.9868050558226449,0.5020805305853118,0.3726074443535546,0.3726074443535546,0.7986867268880208
32,0.0001,0.6004159636795521,0.906022973501868,0.8309829784896045,2.0193508778299605,0.5134457529754175,0.3799406509994628,0.3799406509994628,0.8044142950148809
