epoch,lr,epoch_seconds,elapsed_seconds,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,val_jaccard,val_pixel_accuracy
19,5e-05,17.997750799986534,381.9297283999913,0.6509534024766513,0.9001383171022852,0.8213091914633199,2.068220921925136,0.49769116458453283,0.36145218478425156,0.36145218478425156,0.7777951195126488
20,5e-05,18.586387899995316,400.51748589999625,0.636326480124678,0.9013695579097823,0.8232441968375823,2.0904026457241605,0.5028756426619814,0.3674111616460485,0.3674111616460485,0.7774100167410715
21,5e-05,18.122903400013456,418.6417400999926,0.6205499321222305,0.9039540631825733,0.8274015096013424,2.1380143080438887,0.4888321365982307,0.35666083521732106,0.35666083521732106,0.7788421630859375
22,5e-05,19.077698500012048,437.72116559999995,0.6252297045929092,0.90521933725515,0.829514455182686,2.067548547472273,0.5044270412195847,0.3683732756860018,0.3683732756860018,0.7773651123046875
23,2.5e-05,18.700433600024553,456.4230677000014,0.6235053677644048,0.9051923206781122,0.8295231954265083,2.048872538975307,0.5083351648570399,0.3704343643173685,0.3704343643173685,0.7794961111886161
24,2.5e-05,18.461008399986895,474.88564209998003,0.598398571567876,0.9097258191056076,0.8369465286300376,2.088676793234689,0.49764440992503345,0.3630379768681396,0.3630379768681396,0.7796414329892113
25,2.5e-05,19.119222799985437,494.00738159997854,0.5969908562089715,0.9142064274361024,0.8440480362364576,2.1287709900311063,0.49683517588231424,0.36204331455426186,0.36204331455426186,0.7769170851934524
26,2.5e-05,18.695129200001247,512.7050356999971,0.59100634178945,0.9135310149951533,0.8428915597803918,2.0782777752195085,0.502924359106674,0.3668277216328092,0.3668277216328092,0.7805537632533482
27,2.5e-05,19.395998499996495,532.102545599977,0.5787116342357227,0.916187296809679,0.8474773827081571,2.21429842710495,0.4809914322251928,0.35004289436465713,0.35004289436465713,0.7761285691034226
28,2.5e-05,18.199953600007575,550.3037336999842,0.5864669244204249,0.9142219522160703,0.8441664466787052,2.1686791351863315,0.4935590841936724,0.35891346252459566,0.35891346252459566,0.7796550932384673
29,1.25e-05,18.747294300002977,569.0540815999848,0.5629633484142167,0.9161022364303194,0.8473153683809979,2.1686711651938304,0.4910647581631395,0.35815597911320085,0.35815597911320085,0.7781187511625745
