epoch,lr,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,val_jaccard,val_pixel_accuracy
1,0.0001,3.292943848030908,0.07658578729533282,0.04500577090558966,3.175486275127956,0.09989177991217336,0.06078024462426412,0.06078024462426412,0.41268121628534227
2,0.0001,2.813673287630081,0.16672801772620824,0.1094315187547219,2.9844302449907576,0.16516399086752198,0.10359227785569086,0.10359227785569086,0.5177343459356398
3,0.0001,2.5377663459096635,0.23471055471800564,0.1605045134320175,2.853947469166347,0.18643912348333702,0.1220511181907244,0.1220511181907244,0.5622907366071429
4,0.0001,2.3210910260677338,0.27119864814136607,0.1932152764034086,2.9066231761659895,0.19041350099783322,0.12481654951196268,0.12481654951196268,0.5540303548177083
5,0.0001,2.1192643685000285,0.31404204393716595,0.22852109959716357,2.7340798548289706,0.21009647477242746,0.13629821595155353,0.13629821595155353,0.5764671688988096
6,0.0001,1.9740068742207117,0.37820398956563234,0.2804155873077889,2.9994602543967113,0.20219674277354133,0.12673582793051869,0.12673582793051869,0.5504109700520833
7,0.0001,1.8405896148511343,0.4246815364343564,0.3240956923294686,2.7711949603898183,0.2705673345114005,0.1773677820692971,0.1773677820692971,0.6096406482514881
8,0.0001,1.7377046133790697,0.4553263161993127,0.3562304561717678,2.736245274543762,0.26022048055457053,0.1670815377780566,0.1670815377780566,0.5828364780970983
9,0.0001,1.639915828193937,0.48160174548611606,0.3791772284320374,2.6030259132385254,0.2843651287956634,0.18838901888155132,0.18838901888155132,0.6255006336030506
10,0.0001,1.5283897710697991,0.5311975118108324,0.42365600078380855,2.540060443537576,0.33011834214947494,0.22119667808395213,0.22119667808395213,0.6485806419735863
11,0.0001,1.437195292540959,0.5864967726191748,0.4734837638778389,2.6452436787741527,0.3201298155299864,0.21197023385173372,0.21197023385173372,0.639153326125372
12,0.0001,1.3357207881552833,0.6419506102055288,0.523098624722017,2.5173513293266296,0.32546614156097403,0.21814296365727617,0.21814296365727617,0.6366771879650298
13,0.0001,1.2516362518072128,0.6944413702279048,0.5667761604100274,2.434036680630275,0.3512936219559235,0.23875070617394523,0.23875070617394523,0.6588923863002232
14,0.0001,1.1874956477965628,0.7360126133059995,0.6055359063220515,2.4868780885423933,0.3622432259662597,0.2408028080230316,0.2408028080230316,0.6497002011253721
15,0.0001,1.1188913360238075,0.7668941361580679,0.6396035869683722,2.650097131729126,0.33491815430144894,0.221822609418188,0.221822609418188,0.6271770658947172
16,0.0001,1.06487853292908,0.7812625990144498,0.6573508557093523,2.92349625485284,0.31342038353067964,0.20339084480245606,0.20339084480245606,0.6269053141276042
17,0.0001,1.0062671974301338,0.7938397304161868,0.6726631836878657,2.7329629915101186,0.32565099579461265,0.21656204929106787,0.21656204929106787,0.638936505998884
18,0.0001,0.9441427386232785,0.8113654853422723,0.6955456007231186,2.7406589729445323,0.3477894158537909,0.23118985758490848,0.23118985758490848,0.6431756882440476
19,0.0001,0.9003622989569392,0.8219582236455822,0.7081852934849748,2.801866046019963,0.3528296408388852,0.23554958248358807,0.23554958248358807,0.6485034760974703
20,5e-05,0.822070914719786,0.8467369591678441,0.7416859555261132,2.970270242009844,0.3289516625639781,0.2148161305599814,0.2148161305599814,0.633371843610491
21,5e-05,0.7631344827158111,0.8585826474367743,0.7593868797247242,2.7546734724725996,0.356411480570194,0.2384875659827453,0.2384875659827453,0.6460893903459821
22,5e-05,0.7182582042046955,0.8782442130544001,0.7882659682364783,2.8290133561406816,0.35716007457529214,0.23788926399747054,0.23788926399747054,0.6506905691964285
23,5e-05,0.692103695656572,0.8867016720999494,0.8011779601375564,2.8042696714401245,0.3552824278792943,0.2382047091633748,0.2382047091633748,0.6526871454148065
24,5e-05,0.6848638568605695,0.8881593945726457,0.804030512667982,2.796733030251094,0.3588226386559668,0.2419989624111137,0.2419989624111137,0.6648606073288691
25,5e-05,0.6505693601710456,0.8975966197176859,0.8186103338885271,2.897012412548065,0.3548784601659338,0.23774965549123842,0.23774965549123842,0.6523295084635417
26,2.5e-05,0.6212058578218732,0.9019900482849944,0.82539885022546,2.8300996167319163,0.3565493483864257,0.2382006502167666,0.2382006502167666,0.6545902797154017
27,2.5e-05,0.6024387026471751,0.9036028577368619,0.8281452980050206,2.8448505061013356,0.3615366707064119,0.2418447124621898,0.2418447124621898,0.6559935070219494
28,2.5e-05,0.5938797667622566,0.9114950158195343,0.8406064457311544,2.8610091039112637,0.35825488003510936,0.23970087870479279,0.23970087870479279,0.6546350388299851
