Method,Dice_mean,Dice_std,Dice_cell,IoU_mean,IoU_std,IoU_cell,Jaccard_mean,Jaccard_std,Jaccard_cell,95HD_mean,95HD_std,95HD_cell,ASSD_mean,ASSD_std,ASSD_cell
PraNet-MC,0.5051746490306556,0.07704635200041625,0.5052 ± 0.0770,0.37330672754723665,0.07197250202404593,0.3733 ± 0.0720,0.37330672754723665,0.07197250202404593,0.3733 ± 0.0720,309.24802184575697,37.48914881285729,309.2480 ± 37.4891,260.13317599227474,35.74506456533016,260.1332 ± 35.7451
