epoch,lr,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,val_jaccard,val_pixel_accuracy
1,0.0001,3.339961899178369,0.10008977035216926,0.05599867266825286,3.020434328487941,0.15801820411323916,0.09717836608834361,0.09717836608834361,0.5658239455450149
2,0.0001,2.8427530143942152,0.2199896778400757,0.14327865687531416,2.66094172000885,0.2202376639752572,0.14575963998826244,0.14575963998826244,0.6598900204613095
3,0.0001,2.5521408872944966,0.27929603268159015,0.19322886735865633,2.4867746829986572,0.24020805755052602,0.1684184789899417,0.1684184789899417,0.684693109421503
4,0.0001,2.344892991440637,0.30784365159836596,0.22004407104502302,2.3952424185616628,0.267995679324858,0.18774318817154026,0.18774318817154026,0.7126672653924851
5,0.0001,2.16562283039093,0.3492615570316315,0.2599645519662714,2.2527718458856856,0.30399379744433025,0.22075368748429217,0.22075368748429217,0.7469733828590029
6,0.0001,2.0481028641973222,0.3696944255987252,0.27600943621561047,2.134521177836827,0.3413283953756917,0.2519245466726113,0.2519245466726113,0.7645038423084077
7,0.0001,1.9106143755572182,0.421071239276521,0.3210918943026087,2.097431097711836,0.353793828881275,0.25877140770233414,0.25877140770233414,0.761260259719122
8,0.0001,1.7870153657027654,0.45582889880614647,0.3546099728803766,2.0353667395455495,0.3717840643945332,0.27319653565885693,0.27319653565885693,0.7747003464471727
9,0.0001,1.663859588759286,0.49175443007772945,0.38914133086213826,2.0293908374650136,0.37088213312719565,0.27181480140160613,0.27181480140160613,0.7682540166945685
10,0.0001,1.561992040702275,0.5200197724827251,0.4181186279106481,1.935743238244738,0.3914553046946047,0.29146375604611485,0.29146375604611485,0.7839909144810268
11,0.0001,1.4625132105180196,0.5597363101857813,0.4527094189020654,1.929046358380999,0.39369596830266623,0.29159938187972545,0.29159938187972545,0.7876406715029762
12,0.0001,1.368550289954458,0.639276278464233,0.5198264998718519,1.976697759968894,0.4006986511698328,0.2977548633016643,0.2977548633016643,0.782744634719122
13,0.0001,1.2795009048921722,0.6742470498395308,0.5571422342184672,1.8932511040142603,0.43406678167068413,0.3211461270718816,0.3211461270718816,0.7895797002883185
14,0.0001,1.2326828922544206,0.6902435699064811,0.5690423608170732,1.8311925956181117,0.46084763245302623,0.34110447829685603,0.34110447829685603,0.7974263509114583
15,0.0001,1.1370777551616942,0.7265635655607492,0.6065509578703688,1.949301813329969,0.43518178676513214,0.3197130754183088,0.3197130754183088,0.7916421072823661
16,0.0001,1.049170233309269,0.7572038620974197,0.6363586881943415,1.894385474068778,0.44333409990279316,0.3244422791104788,0.3244422791104788,0.7920713878813244
17,0.0001,0.9851580155747277,0.7737878282583907,0.6592138747139767,1.835038891860417,0.47041113061196776,0.3510136101354471,0.3510136101354471,0.8111935570126488
18,0.0001,0.9409089035221508,0.7967946773951485,0.6810609235295693,1.9240133592060633,0.4788084546212993,0.34722875291636773,0.34722875291636773,0.7855198451450893
19,0.0001,0.9303848253829139,0.7922125762510056,0.6779334984136667,1.8433050172669547,0.4766381358898649,0.35114490411239785,0.35114490411239785,0.8002381824311756
20,0.0001,0.8939487902181489,0.8104189018191995,0.6958182425809265,1.8366865004811967,0.4759400234343512,0.3517005848835126,0.3517005848835126,0.7920244489397321
21,0.0001,0.8652645892330578,0.8344659587776776,0.7248657477702889,1.9270991257258825,0.460979255958102,0.3386173748287895,0.3386173748287895,0.8032149541945685
