Method,Dice_mean,Dice_std,Dice_cell,IoU_mean,IoU_std,IoU_cell,Jaccard_mean,Jaccard_std,Jaccard_cell,95HD_mean,95HD_std,95HD_cell,ASSD_mean,ASSD_std,ASSD_cell
nnU-Net (100 epochs),0.4279163753971093,0.041405160309932146,0.4279 ± 0.0414,0.3044337054834362,0.03829919501043411,0.3044 ± 0.0383,0.3044337054834362,0.03829919501043411,0.3044 ± 0.0383,336.7707218897384,31.86340847625805,336.7707 ± 31.8634,283.41780568426896,31.482632233156902,283.4178 ± 31.4826
